,index,Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label
11263,16711,"\""\""\"" || Author: ||     Weichen Shen;wcshen1994@163.com ||  || Reference: ||     [1] Huang T; Zhang Z; Zhang J. FiBiNET: Combining Feature Importance and Bilinear feature Interaction for Click-Through Rate Prediction[J]. arXiv preprint arXiv:1905.09433; 2019. || \""\""\""",No,Yes,n
11264,16715,Using `time_major = True` is a bit more efficient because it avoids,No,Yes,y
11265,16717,todo,Yes,No,y
11266,16718,todo check further version,Yes,Yes,y
11267,16719,todo 0.5,Yes,No,y
11268,16720,todo,Yes,No,y
11269,16721,todo check version,Yes,Yes,y
11270,16723,todo,Yes,No,y
11271,16724,# if version.parse(tf.__version__) >= version.parse('1.14.0') : #todo check further version,Yes,No,y
11272,16729,"\""\""\"" ||  || Author: ||     Weichen Shen;wcshen1994@163.com ||  || Reference: ||     [1] Song W; Shi C; Xiao Z; et al. AutoInt: Automatic Feature Interaction Learning via Self-Attentive Neural Networks[J]. arXiv preprint arXiv:1810.11921; 2018.(https:\/\/arxiv.org\/abs\/1810.11921) ||  || \""\""\""",No,Yes,n
11273,16730,"\""\""\"" || Author: ||     Weichen Shen;wcshen1994@163.com ||  || Reference: ||     [1] Huang T; Zhang Z; Zhang J. FiBiNET: Combining Feature Importance and Bilinear feature Interaction for Click-Through Rate Prediction[J]. arXiv preprint arXiv:1905.09433; 2019. || \""\""\""",No,Yes,n
11274,16731,"\""\""\"" || Author: ||     Weichen Shen;wcshen1994@163.com ||  || Reference: ||     [1] Zhang W; Du T; Wang J. Deep learning over multi-field categorical data[C]\/\/European conference on information retrieval. Springer; Cham; 2016: 45-57.(https:\/\/arxiv.org\/pdf\/1601.02376.pdf) || \""\""\""",No,Yes,n
11275,16735,"\""\""\"" || Author: ||     Weichen Shen;wcshen1994@163.com ||  ||     Shuxun Zan; zanshuxun@aliyun.com ||  || Reference: ||     [1] Wang R; Fu B; Fu G; et al. Deep & cross network for ad click predictions[C]\/\/Proceedings of the ADKDD'17. ACM; 2017: 12. (https:\/\/arxiv.org\/abs\/1708.05123) ||  ||     [2] Wang R; Shivanna R; Cheng D Z; et al. DCN-M: Improved Deep & Cross Network for Feature Cross Learning in Web-scale Learning to Rank Systems[J]. 2020. (https:\/\/arxiv.org\/abs\/2008.13535) || \""\""\""",No,Yes,n
11276,16737,Modification: remove unused functions and imports; add a boolean parser.,No,Yes,y
11277,16738,HACK. PyTorch is changing behavior,Yes,No,y
11278,16740,HACK. PyTorch is changing behavior,Yes,No,y
11279,16742,project if needed,No,Yes,y
11280,16743,Temporary fix for issue #7 https:\/\/github.com\/avinashpaliwal\/Super-SloMo\/issues\/7 -,Yes,No,y
11281,16744,If true; `todo` and `todoList` produce output; else they produce nothing.,No,Yes,y
11282,16746,TODO: integrate with padding index,Yes,Yes,y
11283,16748,Fen uses the opposite color system of us. Maybe we should swap.,Yes,Yes,y
11284,16752,'back rotate' the move before printing it.,No,No,n
11285,16755,TODO: tempo via auto decreasing of score?,Yes,Yes,y
11286,16756,Best move test,No,Yes,y
11287,16757,TODO: How do we simply make this work for black as well?,Yes,No,y
11288,16758,TODO: Maybe check for check here?,Yes,No,y
11289,16759,am -> avoid move; bm -> best move,No,Yes,y
11290,16760,Sometimes fen doesn't include half move clocks,No,Yes,y
11291,16761,TODO: Ville det v;re bedre med to tps? En for fail-high og en for fail-low?,Yes,Yes,y
11292,16762,FIXME: What if we never find a fail-high?,Yes,No,y
11293,16763,FIXME: Do we really need that last rule?,Yes,No,y
11294,16764,I think it would be nicer (and stronger) to somehow guarantee we always get at least one fail-high,Yes,Yes,y
11295,16765,TODO: Ville det v;re bedre med to tps? En for fail-high og en for fail-low?,Yes,Yes,y
11296,16766,FIXME: What if we never find a fail-high?,Yes,No,y
11297,16767,TODO: Maybe only use table for larger depth?,Yes,No,y
11298,16768,TODO: check >0 vs >3,Yes,No,y
11299,16772,TODO: What about draws?,Yes,No,y
11300,16774,I think it would be nicer (and stronger) to somehow guarantee we always get at least one fail-high,Yes,Yes,y
11301,16775,am -> avoid move; bm -> best move,No,Yes,y
11302,16776,Apparantly it makes a huge difference... Maybe the depth-3 version is wrong somehow?,No,No,n
11303,16778,For some reason this still doesn't improve performance much...,Yes,Yes,y
11304,16779,But is best really -MATE_UPPER when legal moves?,No,No,n
11305,16782,Bulk move generation,No,Yes,y
11306,16783,Then killer move,No,No,n
11307,16786,But is best really -MATE_UPPER when legal moves?,No,No,n
11308,16788,Depth <= 0 is QSearch. Here any position is searched as deeply as is needed for calmness; and so there is no reason to keep different depths in the transposition table.,No,Yes,y
11309,16791,TODO: Some skipping here as well,Yes,No,y
11310,16792,TODO: Currently assumes all games start at the initial position.,Yes,Yes,y
11311,16793,FIXME: This is not true; since other positions will be affected by,Yes,Yes,y
11312,16795,better.,No,Yes,y
11313,16796,TODO: start tokens and end tokens are hard code,Yes,Yes,y
11314,16800,"\""\""\"" || The pipeline of 3DDFA prediction: given one image; predict the 3d face vertices; 68 landmarks and visualization. ||  || [todo] || 1. CPU optimization: https:\/\/pmchojnacki.wordpress.com\/2018\/10\/07\/slow-pytorch-cpu-performance || 2. Refine code || \""\""\""",Yes,No,n
11315,16802,todo: check below,Yes,No,y
11316,16803,"\""\""\""  || Creates a MobileNet Model as defined in: || Andrew G. Howard Menglong Zhu Bo Chen; et.al. (2017).  || MobileNets: Efficient Convolutional Neural Networks for Mobile Vision Applications.  || Copyright (c) Yang Lu; 2017 ||  || Modified By cleardusk || \""\""\""",No,Yes,n
11317,16804,TODO: Plug weights from dictionary into right places,Yes,Yes,y
11318,16807,since I think this is giving the bug.,No,No,n
11319,16808,the original data. Maybe add more parts; hand-add valid instruments.,No,Yes,y
11320,16811,BETTER FIX: iterate through; if length = 0; then bump it up to 0.125,Yes,Yes,y
11321,16813,the original data. Maybe add more parts; hand-add valid instruments.,Yes,Yes,y
11322,16819,fix note offset problems; i.e. same offset so pruning too many.,Yes,Yes,y
11323,16821,Maybe just start with rounding to nearest multiple of 0.125.,No,Yes,y
11324,16822,fix note offset problems; i.e. same offset so pruning too many.,Yes,Yes,y
11325,16823,QA TODO: chop off notes with offset > 4.0.,Yes,Yes,y
11326,16824,fix note offset problems; i.e. same offset so pruning too many.,Yes,Yes,y
11327,16825,''' || Author: Ji-Sung Kim ||  || Some code adapted from Evan Chow's jazzml; https:\/\/github.com\/evancchow\/jazzml  || with express permission. ||  || Code was built while significantly referencing public examples from the || Keras documentation on Github: || https:\/\/github.com\/fchollet\/keras\/blob\/master\/examples\/lstm_text_generation.py ||  || GPU run command: ||     THEANO_FLAGS=mode=FAST_RUN;device=gpu;floatX=float32 python preprocess.py || ''',No,No,n
11328,16827,maybe change 0 back to 1 (changed for python),Yes,No,y
11329,16828,TODO look at torch.clamp(),Yes,Yes,y
11330,16829,TODO: time comparison using map_() and xx1 < x1[i] instead,Yes,Yes,y
11331,16832,TODO get rid of the batch for loop,Yes,Yes,y
11332,16833,TODO optimize,Yes,Yes,y
11333,16834,TODO: Build the rest of the sequentials in a for loop.,Yes,Yes,y
11334,16836,TODO: refactor,Yes,No,y
11335,16837,TODO get rid of the batch for loop,Yes,Yes,y
11336,16838,TODO optimize,Yes,Yes,y
11337,16839,TODO look at torch.clamp(),Yes,Yes,y
11338,16840,TODO: time comparison using map_() and xx1 < x1[i] instead,Yes,Yes,y
11339,16842,TODO: Build the rest of the sequentials in a for loop.,Yes,Yes,y
11340,16843,TODO: Build the rest of the sequentials in a for loop.,Yes,Yes,y
11341,16845,"\""\""\"" || contains functionality for fetching datasets for use in the network || \""\""\""",No,Yes,y
11342,16846,TODO: Build the rest of the sequentials as we built vgg base.,Yes,Yes,y
11343,16847,TODO: implement __call__ in PriorBox,Yes,Yes,y
11344,16848,TODO initialize weights function using xavier method,Yes,Yes,y
11345,16849,TODO refactor,Yes,Yes,y
11346,16850,TODO: Build the rest of the sequentials in a for loop.,Yes,Yes,y
11347,16853,TODO refactor: index  best_prior_idx with long tensor,Yes,Yes,y
11348,16856,maybe also return img id,No,Yes,y
11349,16857,TODO:,Yes,No,n
11350,16858,"\""\""\""Data augmentation functionality. Passed as callable transformations to || Dataset classes. || The data augmentation procedures were interpreted from @weiliu89's SSD paper || http:\/\/arxiv.org\/abs\/1512.02325 || Ellis Brown; Max DeGroot || \""\""\""",No,Yes,n
11351,16860,Holds previous frame if needed for save_images.,No,Yes,y
11352,16861,Compatibility fix for OpenCV < 3.0,Yes,Yes,y
11353,16862,"\""\""\""Implement some custom layers; not provided by TensorFlow. ||  || Trying to follow as much as possible the style\/standards used in || tf.contrib.layers || \""\""\""",No,Yes,y
11354,16863,"\""\""\""Definition of 512 VGG-based SSD network. ||  || This model was initially introduced in: || SSD: Single Shot MultiBox Detector || Wei Liu; Dragomir Anguelov; Dumitru Erhan; Christian Szegedy; Scott Reed; || Cheng-Yang Fu; Alexander C. Berg || https:\/\/arxiv.org\/abs\/1512.02325 ||  || Two variants of the model are defined: the 300x300 and 512x512 models; the || latter obtaining a slightly better accuracy on Pascal VOC. ||  || Usage: ||     with slim.arg_scope(ssd_vgg.ssd_vgg()): ||         outputs; end_points = ssd_vgg.ssd_vgg(inputs) || @@ssd_vgg || \""\""\""",No,No,n
11355,16865,Xception arg scope (Keras hack!),No,No,n
11356,16866,Maybe crop if needed.,Yes,No,y
11357,16867,Maybe pad if needed.,Yes,No,y
11358,16868,TODO: fix with tf.slice,Yes,No,y
11359,16870,Moving averages ends up in the trainable variables collection,No,No,n
11360,16871,Moving averages ends up in the trainable variables collection,No,No,n
11361,16872,TODO: permute dims here if this hasn't already been done,Yes,Yes,y
11362,16874,Add the lopq module - not needed if they are available in the python environment,No,Yes,y
11363,16875,The recall is probably higher. We got better recall with a finer quantization,No,Yes,y
11364,16876,The recall is probably better than the first but worse than the second. We increased recall,No,Yes,y
11365,16877,Add the lopq module - not needed if they are available in the python environment,No,Yes,y
11366,16882,TODO: BAD come up with better,Yes,No,y
11367,16883,TODO: Replace Lambda with custom Keras layer for loss.,Yes,Yes,y
11368,16884,TODO: Remove dependence on Tensorflow session.,Yes,Yes,y
11369,16885,TODO: Remove dependence on Tensorflow session.,Yes,Yes,y
11370,16886,TODO: Assumes dim ordering is channel last,Yes,Yes,y
11371,16890,This is a hack to use the custom loss function in the last layer.,Yes,Yes,y
11372,16892,TODO: Remove dependence on Tensorflow session.,Yes,Yes,y
11373,16894,TODO: This assumes channel last dim_ordering.,Yes,Yes,y
11374,16896,TODO: Add check for Theano dim ordering.,Yes,Yes,y
11375,16897,TODO: Allow Keras Lambda to use func arguments for output_shape?,Yes,No,y
11376,16898,TODO: Remove or add option for static implementation.,Yes,Yes,y
11377,16899,TODO: Repeat_elements and tf.split doesn't support dynamic splits.,Yes,Yes,y
11378,16900,conv_index = conv_index[:; [1; 0]]  # swap columns for YOLO ordering.,No,Yes,y
11379,16901,TODO: Remove extra computation shared with yolo_head.,Yes,Yes,y
11380,16902,TODO: Adjust predictions by image width\/height for non-square images?,Yes,Yes,y
11381,16905,TODO: Something must be done about this ugly hack!,Yes,Yes,y
11382,16906,TODO: Remove hardcoding of downscaling calculations.,Yes,Yes,y
11383,16908,TODO: Remove dependence on Tensorflow session.,Yes,Yes,y
11384,16909,fix seed,No,Yes,y
11385,16911,TODO: Rewrite third_party imports.,Yes,Yes,y
11386,16912,TODO: Make this a public api in slim arg_scope.py.,Yes,No,y
11387,16915,TODO: num_predictions_per_location could be moved to constructor.,Yes,Yes,y
11388,16916,TODO: snake_case this method.,Yes,Yes,y
11389,16917,TODO: summarize the number of matches on average.,Yes,Yes,y
11390,16918,TODO: This method pulls in all the implementation dependencies into core.,Yes,Yes,y
11391,16920,num_classes (maybe encoded as categories),No,No,n
11392,16921,TODO: Have an argument called `aggregated_processor_tensor_keys` that contains,Yes,No,y
11393,16925,Unused by updated loading code.,Yes,Yes,y
11394,16926,TODO: Support batch tf example inputs.,Yes,No,y
11395,16927,"\""\""\""Argmax matcher implementation. ||  || This class takes a similarity matrix and matches columns to rows based on the || maximum value per column. One can specify matched_thresholds and || to prevent columns from matching to rows (generally resulting in a negative || training example) and unmatched_theshold to ignore the match (generally || resulting in neither a positive or negative training example). ||  || This matcher is used in Fast(er)-RCNN. ||  || Note: matchers are used in TargetAssigners. There is a create_target_assigner || factory function for popular implementations. || \""\""\""",No,Yes,n
